sample_id,time,gateway,device_address,crc_status,frequency,spreading_factor,bandwidth,rssi,snr,snr_bin,size,airtime_s,p_success,expected_attempts,access_delay_s,max_attempts,retransmission_backoff_s
2592,2020-01-01 00:59:22,gw_main,devB,1,867900000.0,8,125.0,-101.04954993287988,8.757597049366433,"(8.0, 10.0]",50.0,0.174592,0.9722222222222222,1.0285493827160495,0.20812587654320996,3,1.0
2593,2020-01-01 00:59:24,gw_main,devC,0,867300000.0,10,125.0,-101.16803285933877,-1.8603921651491406,"(-2.0, 0.0]",54.0,0.616448,0.7575757575757576,1.3011937557392104,1.1033120440771351,3,1.0
2594,2020-01-01 00:59:25,gw_main,devB,0,867900000.0,7,125.0,-95.71748788621352,-8.353424308131842,"(-10.0, -8.0]",65.0,0.123136,0.32727272727272727,2.1252892561983474,1.386988874049587,3,1.0
2595,2020-01-01 00:59:28,gw_main,devC,1,867300000.0,10,125.0,-105.04440742887334,1.965301635009138,"(0.0, 2.0]",34.0,0.45260799999999995,0.8888888888888888,1.1234567901234567,0.6319423209876541,3,1.0
2596,2020-01-01 00:59:29,gw_main,devC,1,868300000.0,9,125.0,-111.13480087510989,4.39872661343783,"(4.0, 6.0]",71.0,0.410624,0.9516129032258065,1.0507284079084287,0.48218270967741933,3,1.0
2597,2020-01-01 00:59:31,gw_main,devC,1,867900000.0,7,125.0,-97.83799891744872,-0.05727263981540136,"(-2.0, 0.0]",52.0,0.102656,0.8554216867469879,1.165481201916098,0.285124840179997,3,1.0
2598,2020-01-01 00:59:32,gw_main,devC,1,867300000.0,8,125.0,-109.69888102046146,-1.2288359193814036,"(-2.0, 0.0]",68.0,0.225792,0.926605504587156,1.07878124736975,0.3223614227758606,3,1.0
2599,2020-01-01 00:59:36,gw_main,devB,1,867100000.0,9,125.0,-106.13928965815195,2.9518332706015946,"(2.0, 4.0]",45.0,0.308224,0.9358974358974359,1.0682117028270874,0.39746018671926364,3,1.0
2600,2020-01-01 00:59:37,gw_main,devA,1,867900000.0,10,125.0,-117.34776505275029,0.9248650525208572,"(0.0, 2.0]",40.0,0.534528,0.8888888888888888,1.1234567901234567,0.7239759012345677,3,1.0
2601,2020-01-01 00:59:38,gw_main,devA,1,867300000.0,7,125.0,-106.98235727454471,-4.619603512144498,"(-6.0, -4.0]",26.0,0.061695999999999994,0.6124031007751938,1.537828255513491,0.6327061075656514,3,1.0
2602,2020-01-01 00:59:39,gw_main,devC,1,868300000.0,9,125.0,-106.13793884780976,-1.5695725247300274,"(-2.0, 0.0]",20.0,0.18534399999999998,0.826530612244898,1.203561016243232,0.42663382923781756,3,1.0
2603,2020-01-01 00:59:41,gw_main,devB,1,867100000.0,7,125.0,-104.98544086578755,6.027947193370597,"(6.0, 8.0]",30.0,0.071936,0.9651162790697675,1.0361005949161708,0.11063352731206046,3,1.0
2604,2020-01-01 00:59:42,gw_main,devB,0,867100000.0,7,125.0,-116.83918503669427,-12.61226350542896,"(-14.0, -12.0]",28.0,0.066816,0.2916666666666667,2.210069444444444,1.357737444444444,3,1.0
2605,2020-01-01 00:59:43,gw_main,devB,1,867900000.0,10,125.0,-125.80905827552525,-1.3071834924058143,"(-2.0, 0.0]",50.0,0.616448,0.7575757575757576,1.3011937557392104,1.1033120440771351,3,1.0
2606,2020-01-01 00:59:45,gw_main,devA,1,867900000.0,7,125.0,-97.36241779845795,-2.0492073014262315,"(-4.0, -2.0]",47.0,0.092416,0.8152866242038217,1.2188324069941985,0.33147202271897436,3,1.0
2607,2020-01-01 00:59:47,gw_main,devA,1,867100000.0,9,125.0,-109.24664791618383,-0.10772945826879834,"(-2.0, 0.0]",51.0,0.328704,0.826530612244898,1.203561016243232,0.5991763365264473,3,1.0
2608,2020-01-01 00:59:48,gw_main,devC,1,868300000.0,7,125.0,-101.55564118203357,7.736258184873197,"(6.0, 8.0]",35.0,0.077056,0.9651162790697675,1.0361005949161708,0.11593836235803125,3,1.0
2609,2020-01-01 00:59:49,gw_main,devB,1,867100000.0,7,125.0,-108.57645300162275,-0.9627025065563091,"(-2.0, 0.0]",45.0,0.092416,0.8554216867469879,1.165481201916098,0.27319031267237615,3,1.0
2610,2020-01-01 00:59:52,gw_main,devA,1,867100000.0,9,125.0,-103.02788307550668,-2.2372383714052386,"(-4.0, -2.0]",20.0,0.18534399999999998,0.7241379310344828,1.351961950059453,0.6025399857312723,3,1.0
2611,2020-01-01 00:59:54,gw_main,devB,1,867100000.0,7,125.0,-99.29475619101922,0.4269038258317547,"(0.0, 2.0]",75.0,0.133376,0.9215686274509803,1.0845828527489427,0.2292401753171857,3,1.0
2612,2020-01-01 00:59:55,gw_main,devC,0,867900000.0,8,125.0,-104.95173015359056,-3.2229464357443156,"(-4.0, -2.0]",72.0,0.236032,0.7203389830508474,1.3578713013501866,0.6783723803504739,3,1.0
2613,2020-01-01 00:59:56,gw_main,devB,1,867100000.0,8,125.0,-121.4062157701937,-2.9398999786470963,"(-4.0, -2.0]",70.0,0.225792,0.7203389830508474,1.3578713013501866,0.664467778224648,3,1.0
2614,2020-01-01 00:59:57,gw_main,devB,1,868300000.0,8,125.0,-108.44179807680825,2.2834469906281054,"(2.0, 4.0]",49.0,0.174592,0.9166666666666666,1.0902777777777777,0.2806315555555554,3,1.0
2615,2020-01-01 00:59:59,gw_main,devA,1,867900000.0,10,125.0,-101.52614229131787,4.632069678490751,"(4.0, 6.0]",37.0,0.49356799999999995,0.9736842105263158,1.0270083102493075,0.5339067479224376,3,1.0
2616,2020-01-01 01:00:00,gw_main,devB,1,867900000.0,7,125.0,-97.96288610250828,0.8468641981072346,"(0.0, 2.0]",26.0,0.061695999999999994,0.9215686274509803,1.0845828527489427,0.1514972764321415,3,1.0
2617,2020-01-01 01:00:01,gw_main,devB,0,867900000.0,8,125.0,-116.24466750997033,-8.589709019718828,"(-10.0, -8.0]",41.0,0.154112,0.2653061224489796,2.2744689712619737,1.624991933361099,3,1.0
2618,2020-01-01 01:00:02,gw_main,devC,1,867900000.0,8,125.0,-101.806021807408,3.1915317477829395,"(2.0, 4.0]",39.0,0.154112,0.9166666666666666,1.0902777777777777,0.25830266666666657,3,1.0
2619,2020-01-01 01:00:03,gw_main,devA,1,867100000.0,12,125.0,-114.57914889074958,-1.8537800335725196,"(-2.0, 0.0]",75.0,3.121152,0.7,1.3900000000000001,4.72840128,3,1.0
2620,2020-01-01 01:00:04,gw_main,devA,0,867100000.0,7,125.0,-110.05200939481787,-1.7166009820008274,"(-2.0, 0.0]",78.0,0.13849599999999998,0.8554216867469879,1.165481201916098,0.32689568645666994,3,1.0
2621,2020-01-01 01:00:05,gw_main,devC,0,868300000.0,9,125.0,-104.17565281160282,-8.897462688832539,"(-10.0, -8.0]",22.0,0.20582399999999998,0.36666666666666664,2.034444444444444,1.4531819377777773,3,1.0
2622,2020-01-01 01:00:06,gw_main,devA,1,867100000.0,7,125.0,-94.80147791392915,-3.4411484444775127,"(-4.0, -2.0]",64.0,0.118016,0.8152866242038217,1.2188324069941985,0.3626741323380258,3,1.0
2623,2020-01-01 01:00:07,gw_main,devC,0,867900000.0,10,125.0,-101.43034903587694,-4.361029285773822,"(-6.0, -4.0]",44.0,0.534528,0.5,1.75,1.685424,3,1.0
2624,2020-01-01 01:00:08,gw_main,devB,1,867100000.0,8,125.0,-99.82273519582375,-0.21878305832147404,"(-2.0, 0.0]",20.0,0.10291199999999999,0.926605504587156,1.07878124736975,0.18980078309906573,3,1.0
2625,2020-01-01 01:00:09,gw_main,devA,0,867100000.0,7,125.0,-109.88526919455917,-8.72051427707159,"(-10.0, -8.0]",55.0,0.107776,0.32727272727272727,2.1252892561983474,1.3543444310743804,3,1.0
2626,2020-01-01 01:00:10,gw_main,devA,1,868300000.0,8,125.0,-106.86690391369333,0.30393775570424153,"(0.0, 2.0]",68.0,0.225792,0.9338842975206612,1.0704869885936752,0.31219438672221833,3,1.0
2627,2020-01-01 01:00:11,gw_main,devA,1,868300000.0,7,125.0,-100.07708788781946,0.7460159446958522,"(0.0, 2.0]",75.0,0.133376,0.9215686274509803,1.0845828527489427,0.2292401753171857,3,1.0
2628,2020-01-01 01:00:12,gw_main,devC,0,867900000.0,7,125.0,-104.12509330418878,-6.718607110218175,"(-8.0, -6.0]",40.0,0.082176,0.5533980582524272,1.6460552361202754,0.7813214712036951,3,1.0
2629,2020-01-01 01:00:13,gw_main,devB,1,868300000.0,7,125.0,-104.14755029368872,-3.747938197788754,"(-4.0, -2.0]",60.0,0.112896,0.8152866242038217,1.2188324069941985,0.3564337104142155,3,1.0
2630,2020-01-01 01:00:14,gw_main,devB,1,867300000.0,7,125.0,-102.02505569840699,-5.145321381247495,"(-6.0, -4.0]",23.0,0.061695999999999994,0.6124031007751938,1.537828255513491,0.6327061075656514,3,1.0
2631,2020-01-01 01:00:16,gw_main,devB,0,868300000.0,8,125.0,-93.39710978297795,-15.169583393041258,"(-16.0, -14.0]",38.0,0.143872,0.125,2.640625,2.020537,3,1.0
2632,2020-01-01 01:00:17,gw_main,devA,1,867300000.0,9,125.0,-92.9175883184852,-2.0599492351649937,"(-4.0, -2.0]",24.0,0.20582399999999998,0.7241379310344828,1.351961950059453,0.6302281664684899,3,1.0
2633,2020-01-01 01:00:18,gw_main,devA,0,867300000.0,8,125.0,-102.07143539313917,-9.963160513452115,"(-10.0, -8.0]",49.0,0.174592,0.2653061224489796,2.2744689712619737,1.671573057892544,3,1.0
2634,2020-01-01 01:00:19,gw_main,devA,1,867900000.0,8,125.0,-112.35122712866038,-2.5900295881476043,"(-4.0, -2.0]",24.0,0.11315199999999999,0.7203389830508474,1.3578713013501866,0.5115171548405629,3,1.0
2635,2020-01-01 01:00:20,gw_main,devC,1,867900000.0,8,125.0,-115.89978957801722,5.080445018421825,"(4.0, 6.0]",30.0,0.12339199999999999,0.975609756097561,1.0249851279000597,0.15146009280190384,3,1.0
2636,2020-01-01 01:00:21,gw_main,devB,1,867900000.0,8,125.0,-104.19350130162552,-3.783667676392445,"(-4.0, -2.0]",48.0,0.174592,0.7203389830508474,1.3578713013501866,0.5949447675955184,3,1.0
2637,2020-01-01 01:00:23,gw_main,devB,1,867300000.0,7,125.0,-122.7128546373557,-5.0686488615007645,"(-6.0, -4.0]",61.0,0.112896,0.6124031007751938,1.537828255513491,0.7114429142479421,3,1.0
2638,2020-01-01 01:00:24,gw_main,devC,1,868300000.0,7,125.0,-108.17093477844688,11.636895643470183,"(10.0, 12.0]",66.0,0.123136,0.9696969696969697,1.0312213039485765,0.15820177043158837,3,1.0
2639,2020-01-01 01:00:25,gw_main,devA,1,867100000.0,7,125.0,-85.70915800930263,5.479177974514364,"(4.0, 6.0]",64.0,0.118016,0.976,1.024576,0.1454923612159999,3,1.0
2640,2020-01-01 01:00:26,gw_main,devA,1,867900000.0,7,125.0,-105.33584867584871,6.763148318910606,"(6.0, 8.0]",57.0,0.107776,0.9651162790697675,1.0361005949161708,0.14776737263385603,3,1.0
2641,2020-01-01 01:00:27,gw_main,devB,1,867300000.0,8,125.0,-104.13435283837424,-7.969088612044441,"(-8.0, -6.0]",58.0,0.195072,0.5087719298245614,1.7325330871037241,1.0705017814712217,3,1.0
2642,2020-01-01 01:00:28,gw_main,devC,1,867300000.0,8,125.0,-106.0125485250315,-6.6064732245530875,"(-8.0, -6.0]",58.0,0.195072,0.5087719298245614,1.7325330871037241,1.0705017814712217,3,1.0
2643,2020-01-01 01:00:29,gw_main,devA,1,867100000.0,9,125.0,-104.01126399829711,6.478545285540699,"(6.0, 8.0]",40.0,0.287744,0.9761904761904762,1.02437641723356,0.3191345850340136,3,1.0
2644,2020-01-01 01:00:31,gw_main,devA,1,867100000.0,7,125.0,-103.06117334278082,-1.547532307570433,"(-2.0, 0.0]",52.0,0.102656,0.8554216867469879,1.165481201916098,0.285124840179997,3,1.0
2645,2020-01-01 01:00:32,gw_main,devA,0,867300000.0,8,125.0,-98.35224207347132,2.0026998738164496,"(2.0, 4.0]",71.0,0.236032,0.9166666666666666,1.0902777777777777,0.3476182222222221,3,1.0
2646,2020-01-01 01:00:33,gw_main,devB,0,867900000.0,8,125.0,-103.08324057133264,-7.531062107690687,"(-8.0, -6.0]",25.0,0.11315199999999999,0.5087719298245614,1.7325330871037241,0.9285726709756847,3,1.0
2647,2020-01-01 01:00:34,gw_main,devA,1,867300000.0,7,125.0,-102.77707351461592,4.63720113767079,"(4.0, 6.0]",41.0,0.087296,0.976,1.024576,0.11401738649599992,3,1.0
2648,2020-01-01 01:00:35,gw_main,devC,1,868300000.0,8,125.0,-105.09324538834737,0.1099437760944205,"(0.0, 2.0]",26.0,0.11315199999999999,0.9338842975206612,1.0704869885936752,0.19161473232702672,3,1.0
2649,2020-01-01 01:00:36,gw_main,devA,1,867300000.0,9,125.0,-98.96908164106468,2.875440873341733,"(2.0, 4.0]",72.0,0.431104,0.9358974358974359,1.0682117028270874,0.528722040762656,3,1.0
2650,2020-01-01 01:00:37,gw_main,devA,1,868300000.0,7,125.0,-115.4515366063319,-4.023684107299541,"(-6.0, -4.0]",22.0,0.056575999999999994,0.6124031007751938,1.537828255513491,0.6248324268974222,3,1.0
2651,2020-01-01 01:00:39,gw_main,devA,1,868300000.0,7,125.0,-109.73200430699205,-4.229289776694105,"(-6.0, -4.0]",23.0,0.061695999999999994,0.6124031007751938,1.537828255513491,0.6327061075656514,3,1.0
2652,2020-01-01 01:00:40,gw_main,devC,1,868300000.0,9,125.0,-105.59711849906662,5.726283581427513,"(4.0, 6.0]",73.0,0.431104,0.9516129032258065,1.0507284079084287,0.5037016274713839,3,1.0
2653,2020-01-01 01:00:41,gw_main,devA,1,867300000.0,8,125.0,-99.97269810382063,6.777877122626246,"(6.0, 8.0]",67.0,0.225792,0.9850746268656716,1.0151481398975275,0.24436046870127,3,1.0
2654,2020-01-01 01:00:42,gw_main,devC,1,867100000.0,7,125.0,-111.99824895844378,5.471313709588832,"(4.0, 6.0]",69.0,0.12825599999999998,0.976,1.024576,0.1559840194559999,3,1.0
2655,2020-01-01 01:00:43,gw_main,devA,1,867100000.0,8,125.0,-103.8784170947744,3.0987819952793973,"(2.0, 4.0]",36.0,0.143872,0.9166666666666666,1.0902777777777777,0.24713822222222212,3,1.0
2656,2020-01-01 01:00:44,gw_main,devB,1,867900000.0,7,125.0,-105.77811526422012,3.8028975276085957,"(2.0, 4.0]",31.0,0.071936,0.952054794520548,1.0502439482079189,0.12579429686620375,3,1.0
2657,2020-01-01 01:00:45,gw_main,devA,0,867300000.0,7,125.0,-98.99202157135602,-16.235564370518915,"(-18.0, -16.0]",67.0,0.123136,0.8018720748829953,1.2373825998281742,0.3897489436406163,3,1.0
2658,2020-01-01 01:00:46,gw_main,devA,1,867100000.0,9,125.0,-109.53897311638417,5.009305234596637,"(4.0, 6.0]",65.0,0.390144,0.9516129032258065,1.0507284079084287,0.4606637918834547,3,1.0
2659,2020-01-01 01:00:48,gw_main,devC,1,867100000.0,11,125.0,-98.83127648265452,0.5696699586949585,"(0.0, 2.0]",51.0,1.314816,0.7368421052631579,1.332409972299169,2.084283922437673,3,1.0
2660,2020-01-01 01:00:49,gw_main,devA,1,868300000.0,11,125.0,-107.85931949241478,-1.702236853915527,"(-2.0, 0.0]",27.0,0.8232959999999999,0.7209302325581395,1.3569497025419146,1.4741209648458626,3,1.0
2661,2020-01-01 01:00:50,gw_main,devC,1,868300000.0,10,125.0,-106.75448476383045,-8.346822081608343,"(-10.0, -8.0]",32.0,0.45260799999999995,0.18181818181818182,2.487603305785124,2.613512462809917,3,1.0
2662,2020-01-01 01:00:51,gw_main,devB,0,867300000.0,8,125.0,-109.49283269689955,-3.2318002019655214,"(-4.0, -2.0]",22.0,0.10291199999999999,0.7203389830508474,1.3578713013501866,0.49761255271473703,3,1.0
2663,2020-01-01 01:00:54,gw_main,devB,1,867900000.0,9,125.0,-114.9862337772783,-3.7375335570305612,"(-4.0, -2.0]",67.0,0.410624,0.7241379310344828,1.351961950059453,0.9071099738406659,3,1.0
2664,2020-01-01 01:00:56,gw_main,devC,1,867300000.0,10,125.0,-101.86479697396801,8.710573719048604,"(8.0, 10.0]",38.0,0.49356799999999995,0.9473684210526315,1.0554016620498614,0.5763141495844873,3,1.0
2665,2020-01-01 01:00:57,gw_main,devB,1,867300000.0,7,125.0,-106.57259661518691,-5.295415766430011,"(-6.0, -4.0]",41.0,0.087296,0.6124031007751938,1.537828255513491,0.6720745109067967,3,1.0
2666,2020-01-01 01:00:58,gw_main,devA,1,867900000.0,8,125.0,-104.52376965873427,12.441815766370993,"(12.0, 14.0]",49.0,0.174592,0.9375,1.06640625,0.25259224999999996,3,1.0
2667,2020-01-01 01:00:59,gw_main,devC,1,867100000.0,7,125.0,-105.13996797720819,0.3038918567301197,"(0.0, 2.0]",38.0,0.082176,0.9215686274509803,1.0845828527489427,0.17370953325643984,3,1.0
2668,2020-01-01 01:01:00,gw_main,devC,1,868300000.0,7,125.0,-92.22569591788032,-5.3004542093803675,"(-6.0, -4.0]",49.0,0.097536,0.6124031007751938,1.537828255513491,0.6878218722432549,3,1.0
2669,2020-01-01 01:01:01,gw_main,devA,1,867900000.0,8,125.0,-97.70423900035878,5.906025642489521,"(4.0, 6.0]",60.0,0.205312,0.975609756097561,1.0249851279000597,0.23542687447947674,3,1.0
2670,2020-01-01 01:01:02,gw_main,devB,1,868300000.0,7,125.0,-108.39980696352522,10.160093197707916,"(10.0, 12.0]",66.0,0.123136,0.9696969696969697,1.0312213039485765,0.15820177043158837,3,1.0
2671,2020-01-01 01:01:03,gw_main,devC,1,867300000.0,9,125.0,-99.39140477892421,-8.608485572243103,"(-10.0, -8.0]",44.0,0.287744,0.36666666666666664,2.034444444444444,1.619843626666666,3,1.0
2672,2020-01-01 01:01:05,gw_main,devB,1,868300000.0,7,125.0,-109.84693439189839,-1.6884311442207305,"(-2.0, 0.0]",61.0,0.112896,0.8554216867469879,1.165481201916098,0.29705936768761787,3,1.0
2673,2020-01-01 01:01:07,gw_main,devA,1,867900000.0,8,125.0,-102.67120725103783,-2.2827865948708834,"(-4.0, -2.0]",38.0,0.143872,0.7203389830508474,1.3578713013501866,0.5532309612180407,3,1.0
2674,2020-01-01 01:01:08,gw_main,devC,0,867300000.0,7,125.0,-110.3702747980465,-9.46315895081401,"(-10.0, -8.0]",21.0,0.056575999999999994,0.32727272727272727,2.1252892561983474,1.245529621157025,3,1.0
2675,2020-01-01 01:01:09,gw_main,devC,1,867900000.0,9,125.0,-112.47872214755252,3.0118026702314156,"(2.0, 4.0]",47.0,0.308224,0.9358974358974359,1.0682117028270874,0.39746018671926364,3,1.0
2676,2020-01-01 01:01:12,gw_main,devB,1,868300000.0,11,125.0,-117.21496476649342,10.341586380174597,"(10.0, 12.0]",24.0,0.8232959999999999,0.9,1.11,1.02385856,3,1.0
2677,2020-01-01 01:01:13,gw_main,devA,1,867300000.0,8,125.0,-114.22593746087513,4.171452356751553,"(4.0, 6.0]",30.0,0.12339199999999999,0.975609756097561,1.0249851279000597,0.15146009280190384,3,1.0
2678,2020-01-01 01:01:15,gw_main,devB,1,867100000.0,9,125.0,-103.29370520440055,-3.1239097840633008,"(-4.0, -2.0]",32.0,0.24678399999999998,0.7241379310344828,1.351961950059453,0.685604527942925,3,1.0
2679,2020-01-01 01:01:17,gw_main,devB,1,867900000.0,9,125.0,-90.88085552468414,-4.985593360815785,"(-6.0, -4.0]",29.0,0.22630399999999998,0.4411764705882353,1.871107266435986,1.2945463252595153,3,1.0
2680,2020-01-01 01:01:18,gw_main,devC,1,867900000.0,7,125.0,-97.61671601409856,-1.6473121836314928,"(-2.0, 0.0]",30.0,0.071936,0.8554216867469879,1.165481201916098,0.24932125765713448,3,1.0
2681,2020-01-01 01:01:19,gw_main,devA,0,867100000.0,8,125.0,-121.6459934392088,-15.267164543256557,"(-16.0, -14.0]",26.0,0.11315199999999999,0.125,2.640625,1.939417,3,1.0
2682,2020-01-01 01:01:20,gw_main,devB,1,868300000.0,9,125.0,-111.13761959968744,1.0732083957575427,"(0.0, 2.0]",48.0,0.308224,0.8987341772151899,1.1115205896490947,0.4541179118730973,3,1.0
2683,2020-01-01 01:01:21,gw_main,devB,1,867900000.0,8,125.0,-92.30240923303201,-0.17361059632577394,"(-2.0, 0.0]",77.0,0.246272,0.926605504587156,1.07878124736975,0.34445486272199305,3,1.0
2684,2020-01-01 01:01:22,gw_main,devC,1,867100000.0,7,125.0,-104.23569346236769,15.395246333157804,"(14.0, 16.0]",48.0,0.097536,0.9090909090909091,1.0991735537190082,0.20638254545454532,3,1.0
2685,2020-01-01 01:01:28,gw_main,devB,1,867100000.0,11,125.0,-114.39819928964906,-11.205568278992008,"(-12.0, -10.0]",72.0,1.642496,0.25,2.3125,5.110772,3,1.0
2686,2020-01-01 01:01:29,gw_main,devC,1,867100000.0,9,125.0,-102.41161753744137,8.617557137212795,"(8.0, 10.0]",49.0,0.328704,0.9655172413793104,1.0356718192627823,0.3761012889417359,3,1.0
2687,2020-01-01 01:01:31,gw_main,devC,0,867100000.0,9,125.0,-107.32435845230434,-7.053505662804756,"(-8.0, -6.0]",46.0,0.308224,0.41304347826086957,1.9314744801512285,1.5268012703213607,3,1.0
2688,2020-01-01 01:01:33,gw_main,devA,0,868300000.0,9,125.0,-106.81811289649082,5.698609188226713,"(4.0, 6.0]",69.0,0.410624,0.9516129032258065,1.0507284079084287,0.48218270967741933,3,1.0
2689,2020-01-01 01:01:35,gw_main,devC,1,867300000.0,7,125.0,-127.03858646103575,2.2936622211638205,"(2.0, 4.0]",21.0,0.056575999999999994,0.952054794520548,1.0502439482079189,0.1096625498217301,3,1.0
2690,2020-01-01 01:01:36,gw_main,devA,1,867300000.0,9,125.0,-110.06576005540589,-5.147053106445959,"(-6.0, -4.0]",58.0,0.369664,0.4411764705882353,1.871107266435986,1.5627882629757783,3,1.0
2691,2020-01-01 01:01:37,gw_main,devB,1,868300000.0,7,125.0,-102.41209368787312,-3.8234706220927577,"(-4.0, -2.0]",30.0,0.071936,0.8152866242038217,1.2188324069941985,0.30651033502373315,3,1.0
2692,2020-01-01 01:01:38,gw_main,devA,1,868300000.0,8,125.0,-114.169723620164,0.5709140931003357,"(0.0, 2.0]",27.0,0.12339199999999999,0.9338842975206612,1.0704869885936752,0.20257651909022595,3,1.0
2693,2020-01-01 01:01:39,gw_main,devB,1,867900000.0,7,125.0,-106.65348066933434,5.521533076183747,"(4.0, 6.0]",47.0,0.092416,0.976,1.024576,0.11926321561599992,3,1.0
2694,2020-01-01 01:01:40,gw_main,devA,0,867300000.0,9,125.0,-107.0242480408761,-4.973201323608394,"(-6.0, -4.0]",46.0,0.308224,0.4411764705882353,1.871107266435986,1.4478274325259513,3,1.0
2695,2020-01-01 01:01:41,gw_main,devA,0,867100000.0,9,125.0,-109.86364493079223,-6.728400202242327,"(-8.0, -6.0]",28.0,0.22630399999999998,0.41304347826086957,1.9314744801512285,1.3685748809073721,3,1.0
2696,2020-01-01 01:01:42,gw_main,devC,1,867100000.0,11,125.0,-109.37014116151603,6.86417952244363,"(6.0, 8.0]",57.0,1.396736,0.9473684210526315,1.0554016620498614,1.5295191578947367,3,1.0
2697,2020-01-01 01:01:43,gw_main,devA,1,867100000.0,10,125.0,-108.68235272850113,-5.581873994646984,"(-6.0, -4.0]",30.0,0.45260799999999995,0.5,1.75,1.5420639999999999,3,1.0
2698,2020-01-01 01:01:44,gw_main,devB,1,867100000.0,7,125.0,-108.30904778671716,6.462970218118841,"(6.0, 8.0]",53.0,0.102656,0.9651162790697675,1.0361005949161708,0.1424625375878852,3,1.0
2699,2020-01-01 01:01:45,gw_main,devB,1,867900000.0,7,125.0,-107.08047786948036,1.4583291718165197,"(0.0, 2.0]",39.0,0.082176,0.9215686274509803,1.0845828527489427,0.17370953325643984,3,1.0
2700,2020-01-01 01:01:47,gw_main,devA,1,868300000.0,9,125.0,-110.21705949392503,10.466281160844984,"(10.0, 12.0]",26.0,0.20582399999999998,0.95,1.0525,0.26912976,3,1.0
2701,2020-01-01 01:01:49,gw_main,devC,1,867300000.0,12,125.0,-101.59056264906437,4.656191363805505,"(4.0, 6.0]",28.0,1.6465919999999998,0.9230769230769231,1.0828402366863903,1.8658363076923068,3,1.0
2702,2020-01-01 01:01:50,gw_main,devB,0,867100000.0,7,125.0,-111.80836216708914,-5.507010749619919,"(-6.0, -4.0]",62.0,0.118016,0.6124031007751938,1.537828255513491,0.7193165949161712,3,1.0
2703,2020-01-01 01:01:55,gw_main,devB,1,867100000.0,10,125.0,-103.20592634285731,13.89999266186501,"(12.0, 14.0]",46.0,0.575488,0.8,1.24,0.95360512,3,1.0
2704,2020-01-01 01:01:59,gw_main,devC,1,867300000.0,9,125.0,-108.90331624649363,0.11348223762530088,"(0.0, 2.0]",63.0,0.390144,0.8987341772151899,1.1115205896490947,0.5451736785771512,3,1.0
2705,2020-01-01 01:02:00,gw_main,devB,1,867100000.0,9,125.0,-113.96156557716021,-0.37481017692746127,"(-2.0, 0.0]",47.0,0.308224,0.826530612244898,1.203561016243232,0.5745274069137859,3,1.0
2706,2020-01-01 01:02:02,gw_main,devA,1,867900000.0,8,125.0,-98.46461507925278,5.947320858488589,"(4.0, 6.0]",43.0,0.164352,0.975609756097561,1.0249851279000597,0.1934434836406903,3,1.0
2707,2020-01-01 01:02:03,gw_main,devB,0,868300000.0,8,125.0,-127.11912687896383,-6.431986628381521,"(-8.0, -6.0]",68.0,0.225792,0.5087719298245614,1.7325330871037241,1.1237251979070482,3,1.0
2708,2020-01-01 01:02:05,gw_main,devC,0,867300000.0,7,125.0,-97.74698281091608,-8.51504545773739,"(-10.0, -8.0]",61.0,0.112896,0.32727272727272727,2.1252892561983474,1.365225912066116,3,1.0
2709,2020-01-01 01:02:06,gw_main,devB,1,867900000.0,11,125.0,-108.6603769828381,6.578019678404798,"(6.0, 8.0]",71.0,1.642496,0.9473684210526315,1.0554016620498614,1.7888946703601105,3,1.0
2710,2020-01-01 01:02:07,gw_main,devC,0,867100000.0,10,125.0,-90.74290757570392,-6.172846939605829,"(-8.0, -6.0]",71.0,0.780288,0.25,2.3125,3.116916,3,1.0
2711,2020-01-01 01:02:10,gw_main,devC,0,867300000.0,8,125.0,-127.158419259059,-2.6388962526229074,"(-4.0, -2.0]",36.0,0.143872,0.7203389830508474,1.3578713013501866,0.5532309612180407,3,1.0
2712,2020-01-01 01:02:11,gw_main,devB,1,867900000.0,11,125.0,-123.58245163835234,7.070072419823752,"(6.0, 8.0]",36.0,0.9871359999999999,0.9473684210526315,1.0554016620498614,1.0972266371191133,3,1.0
2713,2020-01-01 01:02:13,gw_main,devC,1,868300000.0,9,125.0,-116.51395666162286,0.403146065492355,"(0.0, 2.0]",63.0,0.390144,0.8987341772151899,1.1115205896490947,0.5451736785771512,3,1.0
2714,2020-01-01 01:02:14,gw_main,devA,1,868300000.0,10,125.0,-102.52961487565543,-2.8705859773243607,"(-4.0, -2.0]",76.0,0.821248,0.6428571428571429,1.4846938775510203,1.7039957551020406,3,1.0
2715,2020-01-01 01:02:15,gw_main,devB,0,868300000.0,7,125.0,-109.72271016759177,-13.856581780157423,"(-14.0, -12.0]",49.0,0.097536,0.2916666666666667,2.210069444444444,1.4256307777777775,3,1.0
2716,2020-01-01 01:02:17,gw_main,devB,1,867300000.0,11,125.0,-108.99607300398841,2.5935509973590283,"(2.0, 4.0]",28.0,0.9052159999999999,0.9523809523809523,1.0498866213151927,1.000260789115646,3,1.0
2717,2020-01-01 01:02:18,gw_main,devA,0,868300000.0,10,125.0,-106.12611439021285,-6.64663345550536,"(-8.0, -6.0]",51.0,0.616448,0.25,2.3125,2.738036,3,1.0
