record_id,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,fwi_source,ground_truth_tier,danger_class,danger_label,criticality,deadline_s,iot_fwi,iot_transmit,iot_gate_decision,source
470,23.5,77.8,14.4,0.2,83.7,6.9,133.5,9.6,17.0,12.6,provided,1,1,Moderate,0.35,5.640159571160261,12.6,1,transmit_to_edge,synthetic_fallback
471,24.2,26.7,13.0,0.48,97.1,38.4,135.2,7.9,41.3,16.9,provided,1,1,Moderate,0.35,5.640159571160261,16.9,1,transmit_to_edge,synthetic_fallback
472,34.7,71.1,11.2,0.03,93.3,49.2,178.5,9.4,51.7,21.6,provided,2,2,High,0.55,3.1811399988150706,21.6,1,transmit_to_edge,synthetic_fallback
473,24.0,77.5,16.6,0.01,71.8,33.1,74.2,5.9,24.5,10.2,provided,0,0,Low,0.2,10.0,10.2,0,local_low_no_transmit,synthetic_fallback
474,33.5,35.6,25.3,0.82,99.0,78.7,205.0,13.0,65.0,30.3,provided,2,2,High,0.55,3.1811399988150706,30.3,1,transmit_to_edge,synthetic_fallback
475,22.2,31.0,9.6,0.57,90.1,34.6,152.8,10.8,50.4,23.6,provided,2,2,High,0.55,3.1811399988150706,23.6,1,transmit_to_edge,synthetic_fallback
476,20.3,49.6,27.7,0.64,81.9,50.7,142.0,15.8,32.6,24.9,provided,2,2,High,0.55,3.1811399988150706,24.9,1,transmit_to_edge,synthetic_fallback
477,15.3,16.8,22.9,0.18,94.0,50.8,240.4,11.3,49.2,24.0,provided,2,2,High,0.55,3.1811399988150706,24.0,1,transmit_to_edge,synthetic_fallback
478,44.9,84.4,13.8,0.45,91.8,56.1,137.7,8.4,51.9,19.9,provided,1,1,Moderate,0.35,5.640159571160261,19.9,1,transmit_to_edge,synthetic_fallback
479,27.4,5.0,22.5,0.61,99.0,86.4,330.7,15.2,77.2,36.7,provided,2,2,High,0.55,3.1811399988150706,36.7,1,transmit_to_edge,synthetic_fallback
480,32.0,27.7,6.7,0.17,99.0,60.6,317.7,11.3,63.7,27.4,provided,2,2,High,0.55,3.1811399988150706,27.4,1,transmit_to_edge,synthetic_fallback
481,29.8,46.1,4.9,1.18,82.9,36.4,177.6,2.0,35.7,4.8,provided,0,0,Low,0.2,10.0,4.8,0,local_low_no_transmit,synthetic_fallback
482,31.3,47.0,8.0,1.9,80.3,19.6,169.1,4.8,28.9,9.4,provided,0,0,Low,0.2,10.0,9.4,0,local_low_no_transmit,synthetic_fallback
483,30.4,55.7,14.1,0.38,94.1,39.0,176.3,9.9,46.2,21.2,provided,1,1,Moderate,0.35,5.640159571160261,21.2,1,transmit_to_edge,synthetic_fallback
484,45.3,58.0,14.7,0.54,94.1,53.7,216.6,12.2,46.1,24.5,provided,2,2,High,0.55,3.1811399988150706,24.5,1,transmit_to_edge,synthetic_fallback
485,21.7,47.3,13.4,0.55,79.0,41.4,157.4,6.3,38.0,13.7,provided,1,1,Moderate,0.35,5.640159571160261,13.7,1,transmit_to_edge,synthetic_fallback
486,17.5,77.0,17.7,0.29,76.9,13.5,69.0,11.0,12.5,12.1,provided,1,1,Moderate,0.35,5.640159571160261,12.1,1,transmit_to_edge,synthetic_fallback
487,21.9,5.0,2.1,0.45,82.2,71.5,251.2,4.1,58.3,12.5,provided,1,1,Moderate,0.35,5.640159571160261,12.5,1,transmit_to_edge,synthetic_fallback
488,19.3,52.0,20.5,0.17,78.2,40.1,226.7,15.9,39.5,27.4,provided,2,2,High,0.55,3.1811399988150706,27.4,1,transmit_to_edge,synthetic_fallback
489,36.0,36.3,7.1,0.92,99.0,57.3,255.5,8.0,43.5,17.6,provided,1,1,Moderate,0.35,5.640159571160261,17.6,1,transmit_to_edge,synthetic_fallback
490,36.6,54.9,12.4,0.02,88.0,64.9,237.4,8.4,62.4,22.0,provided,2,2,High,0.55,3.1811399988150706,22.0,1,transmit_to_edge,synthetic_fallback
491,22.3,56.9,14.1,0.0,97.6,32.1,189.8,9.0,45.9,19.8,provided,1,1,Moderate,0.35,5.640159571160261,19.8,1,transmit_to_edge,synthetic_fallback
492,18.9,31.9,8.9,0.75,68.4,45.2,98.5,8.4,48.9,19.4,provided,1,1,Moderate,0.35,5.640159571160261,19.4,1,transmit_to_edge,synthetic_fallback
493,27.2,37.9,7.4,0.28,99.0,55.4,150.9,9.0,55.3,21.8,provided,2,2,High,0.55,3.1811399988150706,21.8,1,transmit_to_edge,synthetic_fallback
494,41.1,69.4,10.0,1.54,97.3,35.6,154.4,5.1,24.7,9.1,provided,0,0,Low,0.2,10.0,9.1,0,local_low_no_transmit,synthetic_fallback
495,10.0,59.7,16.9,0.88,69.3,6.9,11.9,9.1,17.4,12.1,provided,1,1,Moderate,0.35,5.640159571160261,12.1,1,transmit_to_edge,synthetic_fallback
496,34.2,37.0,21.1,1.05,99.0,67.4,265.2,8.5,54.0,20.6,provided,1,1,Moderate,0.35,5.640159571160261,20.6,1,transmit_to_edge,synthetic_fallback
497,21.4,96.9,20.9,1.61,59.5,0.9,13.9,7.2,1.0,3.3,provided,0,0,Low,0.2,10.0,3.3,0,local_low_no_transmit,synthetic_fallback
498,38.3,98.0,10.0,0.21,73.3,39.6,177.5,4.2,51.2,11.6,provided,1,1,Moderate,0.35,5.640159571160261,11.6,1,transmit_to_edge,synthetic_fallback
499,21.4,19.8,11.5,1.0,96.6,68.8,242.0,5.4,50.6,14.1,provided,1,1,Moderate,0.35,5.640159571160261,14.1,1,transmit_to_edge,synthetic_fallback
500,27.7,58.6,10.6,1.61,71.2,25.7,139.3,4.7,31.8,9.8,provided,0,0,Low,0.2,10.0,9.8,0,local_low_no_transmit,synthetic_fallback
501,17.9,98.0,20.1,3.44,42.0,0.5,11.5,4.4,3.3,2.7,provided,0,0,Low,0.2,10.0,2.7,0,local_low_no_transmit,synthetic_fallback
502,22.2,69.2,2.7,0.03,78.2,0.0,102.8,6.2,4.9,4.8,provided,0,0,Low,0.2,10.0,4.8,0,local_low_no_transmit,synthetic_fallback
503,41.1,56.9,25.7,0.06,99.0,73.8,297.8,15.3,58.8,32.3,provided,2,2,High,0.55,3.1811399988150706,32.3,1,transmit_to_edge,synthetic_fallback
504,36.6,47.4,13.6,0.11,99.0,62.5,203.6,9.1,56.2,22.1,provided,2,2,High,0.55,3.1811399988150706,22.1,1,transmit_to_edge,synthetic_fallback
505,26.8,40.1,11.5,0.35,92.8,30.1,201.4,6.0,28.0,11.1,provided,0,0,Low,0.2,10.0,11.1,0,local_low_no_transmit,synthetic_fallback
506,23.0,47.3,19.4,0.29,79.5,47.8,190.2,12.1,50.8,25.6,provided,2,2,High,0.55,3.1811399988150706,25.6,1,transmit_to_edge,synthetic_fallback
507,14.8,39.9,24.2,1.02,86.9,38.6,131.1,7.3,42.7,16.4,provided,1,1,Moderate,0.35,5.640159571160261,16.4,1,transmit_to_edge,synthetic_fallback
508,26.9,68.4,19.4,0.11,85.2,30.5,196.4,6.5,20.6,10.0,provided,0,0,Low,0.2,10.0,10.0,0,local_low_no_transmit,synthetic_fallback
509,29.8,43.2,24.4,0.21,89.8,59.3,270.3,14.1,50.7,28.5,provided,2,2,High,0.55,3.1811399988150706,28.5,1,transmit_to_edge,synthetic_fallback
510,29.3,42.3,17.9,0.55,94.6,47.0,177.1,12.0,38.6,22.2,provided,2,2,High,0.55,3.1811399988150706,22.2,1,transmit_to_edge,synthetic_fallback
511,29.2,25.6,25.6,0.25,99.0,82.9,274.2,15.5,60.9,33.2,provided,2,2,High,0.55,3.1811399988150706,33.2,1,transmit_to_edge,synthetic_fallback
512,21.0,50.9,25.7,0.38,81.5,26.4,124.9,11.9,15.7,14.3,provided,1,1,Moderate,0.35,5.640159571160261,14.3,1,transmit_to_edge,synthetic_fallback
513,29.5,32.3,16.3,0.25,99.0,62.4,256.8,7.6,56.7,19.5,provided,1,1,Moderate,0.35,5.640159571160261,19.5,1,transmit_to_edge,synthetic_fallback
514,29.7,48.0,27.1,0.19,93.4,80.6,191.0,12.5,62.2,28.9,provided,2,2,High,0.55,3.1811399988150706,28.9,1,transmit_to_edge,synthetic_fallback
515,40.3,74.9,18.2,0.24,99.0,55.6,233.1,12.3,36.9,22.1,provided,2,2,High,0.55,3.1811399988150706,22.1,1,transmit_to_edge,synthetic_fallback
516,44.9,60.1,17.6,0.71,98.9,74.5,265.0,8.9,60.0,22.4,provided,2,2,High,0.55,3.1811399988150706,22.4,1,transmit_to_edge,synthetic_fallback
517,28.9,63.1,10.5,1.47,83.8,27.9,146.3,5.5,31.1,10.9,provided,0,0,Low,0.2,10.0,10.9,0,local_low_no_transmit,synthetic_fallback
518,23.9,59.8,15.0,1.36,75.7,14.6,96.6,5.0,5.6,4.0,provided,0,0,Low,0.2,10.0,4.0,0,local_low_no_transmit,synthetic_fallback
519,29.5,53.3,22.4,0.12,99.0,54.6,149.2,9.9,37.1,19.0,provided,1,1,Moderate,0.35,5.640159571160261,19.0,1,transmit_to_edge,synthetic_fallback
520,25.1,49.2,7.8,0.22,82.1,45.3,215.0,8.6,55.1,21.1,provided,1,1,Moderate,0.35,5.640159571160261,21.1,1,transmit_to_edge,synthetic_fallback
521,24.1,45.2,21.5,0.65,85.5,36.2,164.9,12.1,44.0,23.9,provided,2,2,High,0.55,3.1811399988150706,23.9,1,transmit_to_edge,synthetic_fallback
522,29.5,68.7,19.4,0.91,75.1,39.4,183.1,7.1,23.6,11.7,provided,1,1,Moderate,0.35,5.640159571160261,11.7,1,transmit_to_edge,synthetic_fallback
523,21.7,28.1,18.9,0.44,97.2,67.2,214.5,8.7,45.7,19.2,provided,1,1,Moderate,0.35,5.640159571160261,19.2,1,transmit_to_edge,synthetic_fallback
524,34.8,81.5,1.6,0.11,85.5,43.2,146.6,3.8,39.9,9.3,provided,0,0,Low,0.2,10.0,9.3,0,local_low_no_transmit,synthetic_fallback
525,29.2,52.7,16.3,0.01,99.0,36.4,254.9,11.8,29.4,19.2,provided,1,1,Moderate,0.35,5.640159571160261,19.2,1,transmit_to_edge,synthetic_fallback
526,32.0,35.5,21.5,0.06,99.0,62.4,271.1,9.6,54.8,22.7,provided,2,2,High,0.55,3.1811399988150706,22.7,1,transmit_to_edge,synthetic_fallback
527,28.5,41.2,11.7,0.6,93.5,35.9,239.2,8.0,34.1,15.6,provided,1,1,Moderate,0.35,5.640159571160261,15.6,1,transmit_to_edge,synthetic_fallback
528,24.2,37.1,17.6,0.73,89.3,60.4,130.1,5.3,51.6,14.1,provided,1,1,Moderate,0.35,5.640159571160261,14.1,1,transmit_to_edge,synthetic_fallback
529,22.4,55.5,1.0,0.36,78.7,33.1,134.5,1.6,9.3,0.9,provided,0,0,Low,0.2,10.0,0.9,0,local_low_no_transmit,synthetic_fallback
530,28.1,36.2,21.7,1.96,90.4,56.8,173.8,11.6,29.7,19.1,provided,1,1,Moderate,0.35,5.640159571160261,19.1,1,transmit_to_edge,synthetic_fallback
531,25.6,77.1,12.4,0.17,83.8,16.1,92.2,10.3,6.2,8.5,provided,0,0,Low,0.2,10.0,8.5,0,local_low_no_transmit,synthetic_fallback
532,31.9,34.8,23.1,0.32,99.0,59.6,256.4,10.0,62.2,24.8,provided,2,2,High,0.55,3.1811399988150706,24.8,1,transmit_to_edge,synthetic_fallback
533,30.0,5.0,4.1,0.48,99.0,78.2,289.5,4.7,67.0,14.8,provided,1,1,Moderate,0.35,5.640159571160261,14.8,1,transmit_to_edge,synthetic_fallback
534,19.1,35.9,21.8,1.12,80.9,41.9,209.7,12.4,26.1,18.9,provided,1,1,Moderate,0.35,5.640159571160261,18.9,1,transmit_to_edge,synthetic_fallback
535,30.5,7.8,15.3,0.88,99.0,71.0,219.8,8.9,63.3,23.0,provided,2,2,High,0.55,3.1811399988150706,23.0,1,transmit_to_edge,synthetic_fallback
536,19.3,51.1,22.7,1.57,78.3,28.5,105.9,9.3,30.5,16.5,provided,1,1,Moderate,0.35,5.640159571160261,16.5,1,transmit_to_edge,synthetic_fallback
537,25.1,75.3,10.5,0.4,72.1,28.9,63.4,8.1,20.6,12.1,provided,1,1,Moderate,0.35,5.640159571160261,12.1,1,transmit_to_edge,synthetic_fallback
538,27.6,66.3,12.7,0.28,88.9,37.9,174.7,9.1,32.5,16.7,provided,1,1,Moderate,0.35,5.640159571160261,16.7,1,transmit_to_edge,synthetic_fallback
539,13.4,22.6,32.7,0.27,90.5,42.9,179.7,17.6,42.2,30.3,provided,2,2,High,0.55,3.1811399988150706,30.3,1,transmit_to_edge,synthetic_fallback
540,30.7,35.2,11.2,0.23,97.2,41.9,243.8,10.4,51.5,23.3,provided,2,2,High,0.55,3.1811399988150706,23.3,1,transmit_to_edge,synthetic_fallback
541,31.2,91.1,12.1,0.05,72.7,22.9,85.1,6.5,21.2,10.2,provided,0,0,Low,0.2,10.0,10.2,0,local_low_no_transmit,synthetic_fallback
542,28.7,59.0,15.1,2.59,63.7,27.3,122.7,6.4,29.3,12.1,provided,1,1,Moderate,0.35,5.640159571160261,12.1,1,transmit_to_edge,synthetic_fallback
543,26.6,52.1,9.8,0.42,90.5,38.7,188.8,7.6,36.1,15.4,provided,1,1,Moderate,0.35,5.640159571160261,15.4,1,transmit_to_edge,synthetic_fallback
544,27.0,75.2,25.3,3.05,60.4,8.7,42.1,6.5,5.1,5.1,provided,0,0,Low,0.2,10.0,5.1,0,local_low_no_transmit,synthetic_fallback
545,22.2,98.0,29.1,0.47,62.9,4.0,50.4,10.2,0.0,3.6,provided,0,0,Low,0.2,10.0,3.6,0,local_low_no_transmit,synthetic_fallback
546,27.8,80.5,12.1,0.4,70.3,31.6,45.6,9.5,25.3,15.2,provided,1,1,Moderate,0.35,5.640159571160261,15.2,1,transmit_to_edge,synthetic_fallback
547,25.6,55.1,4.9,0.75,83.9,31.5,132.0,2.1,26.0,4.1,provided,0,0,Low,0.2,10.0,4.1,0,local_low_no_transmit,synthetic_fallback
548,30.7,59.8,25.2,0.35,91.7,53.4,220.6,15.0,46.0,28.3,provided,2,2,High,0.55,3.1811399988150706,28.3,1,transmit_to_edge,synthetic_fallback
549,20.4,65.6,24.8,0.69,76.3,17.1,83.9,12.2,23.6,17.7,provided,1,1,Moderate,0.35,5.640159571160261,17.7,1,transmit_to_edge,synthetic_fallback
550,31.9,38.5,22.8,0.15,93.0,63.5,290.1,11.9,62.6,28.1,provided,2,2,High,0.55,3.1811399988150706,28.1,1,transmit_to_edge,synthetic_fallback
551,31.1,28.7,25.1,0.55,99.0,75.3,191.7,14.2,67.4,32.9,provided,2,2,High,0.55,3.1811399988150706,32.9,1,transmit_to_edge,synthetic_fallback
552,28.9,53.2,10.9,2.82,66.9,15.9,35.7,6.4,0.0,1.9,provided,0,0,Low,0.2,10.0,1.9,0,local_low_no_transmit,synthetic_fallback
553,26.5,31.2,15.8,0.57,97.8,45.7,163.1,12.7,44.0,24.7,provided,2,2,High,0.55,3.1811399988150706,24.7,1,transmit_to_edge,synthetic_fallback
554,34.4,50.6,7.3,0.98,93.1,46.9,166.8,5.9,35.8,12.5,provided,1,1,Moderate,0.35,5.640159571160261,12.5,1,transmit_to_edge,synthetic_fallback
555,16.7,54.1,7.1,1.53,66.9,24.0,53.0,4.4,12.3,5.4,provided,0,0,Low,0.2,10.0,5.4,0,local_low_no_transmit,synthetic_fallback
556,33.7,98.0,23.9,0.28,90.3,31.6,110.5,11.8,20.4,16.1,provided,1,1,Moderate,0.35,5.640159571160261,16.1,1,transmit_to_edge,synthetic_fallback
557,31.9,33.3,12.3,0.62,99.0,78.6,229.1,13.1,74.6,32.6,provided,2,2,High,0.55,3.1811399988150706,32.6,1,transmit_to_edge,synthetic_fallback
558,32.3,49.3,33.0,0.27,99.0,66.1,268.4,17.8,65.7,37.7,provided,2,2,High,0.55,3.1811399988150706,37.7,1,transmit_to_edge,synthetic_fallback
559,33.1,48.4,17.5,0.58,96.8,55.3,195.4,8.5,41.9,18.0,provided,1,1,Moderate,0.35,5.640159571160261,18.0,1,transmit_to_edge,synthetic_fallback
560,24.8,61.6,12.5,0.86,76.6,15.3,67.4,6.9,4.9,5.3,provided,0,0,Low,0.2,10.0,5.3,0,local_low_no_transmit,synthetic_fallback
561,27.9,75.0,22.6,0.11,88.3,31.0,94.1,10.4,25.9,16.4,provided,1,1,Moderate,0.35,5.640159571160261,16.4,1,transmit_to_edge,synthetic_fallback
562,35.1,41.2,29.6,0.52,99.0,88.7,340.9,14.5,74.4,35.0,provided,2,2,High,0.55,3.1811399988150706,35.0,1,transmit_to_edge,synthetic_fallback
563,33.4,33.9,20.4,0.84,94.8,72.2,165.9,11.6,70.2,29.3,provided,2,2,High,0.55,3.1811399988150706,29.3,1,transmit_to_edge,synthetic_fallback
564,31.7,15.9,8.5,2.67,99.0,64.9,202.8,11.5,42.6,22.7,provided,2,2,High,0.55,3.1811399988150706,22.7,1,transmit_to_edge,synthetic_fallback
565,17.9,31.6,19.6,0.2,92.6,55.0,227.1,7.1,34.7,14.3,provided,1,1,Moderate,0.35,5.640159571160261,14.3,1,transmit_to_edge,synthetic_fallback
566,34.3,63.8,26.6,1.16,96.5,49.8,199.8,15.3,42.3,27.6,provided,2,2,High,0.55,3.1811399988150706,27.6,1,transmit_to_edge,synthetic_fallback
567,39.4,53.0,13.5,0.28,99.0,64.2,210.1,10.5,54.5,24.0,provided,2,2,High,0.55,3.1811399988150706,24.0,1,transmit_to_edge,synthetic_fallback
568,38.1,29.7,11.6,0.16,99.0,81.9,288.7,7.4,71.6,21.6,provided,2,2,High,0.55,3.1811399988150706,21.6,1,transmit_to_edge,synthetic_fallback
569,31.9,43.8,24.1,0.43,92.7,71.2,263.0,12.1,68.1,29.7,provided,2,2,High,0.55,3.1811399988150706,29.7,1,transmit_to_edge,synthetic_fallback
570,17.5,52.7,18.0,0.69,87.5,31.9,147.3,9.0,46.1,19.7,provided,1,1,Moderate,0.35,5.640159571160261,19.7,1,transmit_to_edge,synthetic_fallback
571,37.5,63.1,9.3,0.05,95.5,60.2,169.7,8.2,46.6,18.6,provided,1,1,Moderate,0.35,5.640159571160261,18.6,1,transmit_to_edge,synthetic_fallback
572,28.8,38.9,14.3,0.15,88.1,60.9,241.8,11.5,49.7,24.4,provided,2,2,High,0.55,3.1811399988150706,24.4,1,transmit_to_edge,synthetic_fallback
573,10.0,46.5,11.7,0.04,74.2,12.5,89.6,4.4,0.0,0.9,provided,0,0,Low,0.2,10.0,0.9,0,local_low_no_transmit,synthetic_fallback
574,33.0,12.0,19.1,0.85,99.0,80.6,335.9,13.9,74.5,33.9,provided,2,2,High,0.55,3.1811399988150706,33.9,1,transmit_to_edge,synthetic_fallback
575,18.1,26.7,17.8,0.19,80.2,41.4,234.7,9.1,47.8,20.3,provided,1,1,Moderate,0.35,5.640159571160261,20.3,1,transmit_to_edge,synthetic_fallback
576,19.6,87.6,25.1,0.81,51.3,18.9,29.6,13.6,12.0,14.0,provided,1,1,Moderate,0.35,5.640159571160261,14.0,1,transmit_to_edge,synthetic_fallback
577,24.9,5.0,22.0,0.41,99.0,58.1,232.5,13.1,61.2,29.6,provided,2,2,High,0.55,3.1811399988150706,29.6,1,transmit_to_edge,synthetic_fallback
578,40.2,44.6,6.1,0.3,99.0,67.3,264.0,9.8,59.8,24.1,provided,2,2,High,0.55,3.1811399988150706,24.1,1,transmit_to_edge,synthetic_fallback
579,27.0,56.8,19.8,2.46,76.7,51.8,169.4,10.3,55.9,24.0,provided,2,2,High,0.55,3.1811399988150706,24.0,1,transmit_to_edge,synthetic_fallback
580,32.2,43.8,23.3,0.13,99.0,63.5,265.3,15.1,59.9,32.3,provided,2,2,High,0.55,3.1811399988150706,32.3,1,transmit_to_edge,synthetic_fallback
581,44.0,34.2,20.2,1.31,99.0,72.1,306.2,11.2,56.8,25.6,provided,2,2,High,0.55,3.1811399988150706,25.6,1,transmit_to_edge,synthetic_fallback
582,42.8,50.7,24.2,0.16,99.0,80.7,373.4,11.2,69.8,28.4,provided,2,2,High,0.55,3.1811399988150706,28.4,1,transmit_to_edge,synthetic_fallback
583,29.2,51.9,13.2,0.24,77.7,62.2,144.3,9.7,36.8,18.7,provided,1,1,Moderate,0.35,5.640159571160261,18.7,1,transmit_to_edge,synthetic_fallback
584,28.1,50.2,10.3,1.25,82.0,37.3,176.4,8.6,20.9,12.7,provided,1,1,Moderate,0.35,5.640159571160261,12.7,1,transmit_to_edge,synthetic_fallback
585,19.9,10.7,23.5,0.79,94.5,70.1,211.3,16.8,60.4,34.8,provided,2,2,High,0.55,3.1811399988150706,34.8,1,transmit_to_edge,synthetic_fallback
586,24.4,48.8,9.5,0.2,78.0,42.5,155.6,2.7,43.9,7.4,provided,0,0,Low,0.2,10.0,7.4,0,local_low_no_transmit,synthetic_fallback
587,33.4,33.2,1.9,1.73,88.7,48.2,192.9,3.9,58.5,12.0,provided,1,1,Moderate,0.35,5.640159571160261,12.0,1,transmit_to_edge,synthetic_fallback
588,33.2,39.9,24.2,0.35,99.0,101.7,305.4,15.2,84.0,38.3,provided,3,3,Very High,0.75,1.7942137211517566,38.3,1,transmit_to_edge,synthetic_fallback
589,30.9,57.0,11.9,1.47,81.7,38.8,109.3,4.6,29.8,9.2,provided,0,0,Low,0.2,10.0,9.2,0,local_low_no_transmit,synthetic_fallback
590,38.0,66.1,14.9,0.12,86.0,51.0,186.3,8.8,35.5,17.1,provided,1,1,Moderate,0.35,5.640159571160261,17.1,1,transmit_to_edge,synthetic_fallback
591,23.8,71.7,7.2,0.29,70.3,16.9,30.6,10.6,20.8,15.0,provided,1,1,Moderate,0.35,5.640159571160261,15.0,1,transmit_to_edge,synthetic_fallback
592,29.6,41.1,7.7,1.16,99.0,51.1,190.8,10.3,47.8,22.1,provided,2,2,High,0.55,3.1811399988150706,22.1,1,transmit_to_edge,synthetic_fallback
593,35.8,72.3,8.9,0.8,77.8,43.5,130.8,4.6,31.4,9.6,provided,0,0,Low,0.2,10.0,9.6,0,local_low_no_transmit,synthetic_fallback
594,34.7,77.8,14.5,1.39,69.3,39.5,135.3,10.7,39.3,20.7,provided,1,1,Moderate,0.35,5.640159571160261,20.7,1,transmit_to_edge,synthetic_fallback
595,38.6,77.0,19.6,0.23,93.3,52.8,150.5,13.8,47.9,27.3,provided,2,2,High,0.55,3.1811399988150706,27.3,1,transmit_to_edge,synthetic_fallback
596,33.2,82.6,1.0,1.03,76.2,6.8,71.1,5.5,0.0,1.4,provided,0,0,Low,0.2,10.0,1.4,0,local_low_no_transmit,synthetic_fallback
597,27.5,48.8,22.3,1.44,89.9,49.5,199.3,12.0,50.0,25.3,provided,2,2,High,0.55,3.1811399988150706,25.3,1,transmit_to_edge,synthetic_fallback
598,32.9,48.2,8.7,0.83,84.8,48.2,181.5,7.4,43.3,16.6,provided,1,1,Moderate,0.35,5.640159571160261,16.6,1,transmit_to_edge,synthetic_fallback
599,22.0,70.2,9.5,0.78,76.2,14.3,92.0,4.8,11.7,5.6,provided,0,0,Low,0.2,10.0,5.6,0,local_low_no_transmit,synthetic_fallback
